City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,yellowknife,-114.3525,62.456,264.03,88,99,1.89,CA,1680484348
84,atuona,-139.0333,-9.8,300.5,76,61,6.7,PF,1680484351
85,hobyo,48.5268,5.3505,301.4,74,41,3.39,SO,1680484360
86,barrow,-156.7887,71.2906,258.16,85,100,3.09,US,1680484361
87,peruibe,-46.9983,-24.32,294.71,83,100,1.74,BR,1680484268
88,fatehabad,75.45,29.5167,291.69,68,1,3.33,IN,1680484435
89,zhaozhou,125.3167,45.6833,285.19,42,100,6.94,CN,1680484435
90,dondo,34.7431,-19.6094,293.76,90,48,1.75,MZ,1680484435
91,te anau,167.7167,-45.4167,287.73,50,43,0.75,NZ,1680484362
92,kang,22.7876,-23.6752,294.43,50,100,3.56,BW,1680484435
93,beringovskiy,179.3167,63.05,269.62,82,100,2.22,RU,1680484366
94,redcliffe,153.0973,-27.2307,300.63,50,40,3.6,AU,1680484435
95,agdas,47.4761,40.65,281.08,88,68,0.91,AZ,1680484435
96,thompson,-97.8558,55.7435,259.86,90,100,3.5,CA,1680484364
97,narsaq,-46.05,60.9167,278.27,76,100,3.35,GL,1680484353
98,hermanus,19.2345,-34.4187,291.37,88,100,3.88,ZA,1680484349
99,chuka,37.6459,-0.3332,289.09,89,23,1.72,KE,1680484436
100,homer,-151.5483,59.6425,276.08,60,0,5.81,US,1680484436
101,rawson,-65.1023,-43.3002,288.32,60,0,7.93,AR,1680484127
102,karacakoy,28.3834,41.4029,285.75,95,100,2.09,TR,1680484436
103,tasiilaq,-37.6368,65.6145,271.24,91,100,2.76,GL,1680484349
104,avarua,-159.775,-21.2078,301.18,69,20,3.6,CK,1680484370
105,quatre cocos,57.7625,-20.2078,297.64,82,97,3.51,MU,1680484436
106,todos santos,-110.2167,23.45,295.62,70,100,4.85,MX,1680484436
107,saldanha,17.9442,-33.0117,290.2,90,99,6.08,ZA,1680484355
108,sibolga,98.7792,1.7427,297.08,91,100,1.58,ID,1680484436
109,esperance,121.9,-33.8667,292.81,68,85,3.0,AU,1680484267
110,mar del plata,-57.5575,-38.0023,292.64,66,0,1.54,AR,1680484355
111,korla,86.1469,41.7597,274.25,26,2,8.74,CN,1680484351
112,luderitz,15.1594,-26.6481,288.4,86,3,6.11,NA,1680484375
113,baykit,96.37,61.67,265.71,96,100,1.86,RU,1680484382
114,muli,73.5667,2.9167,300.97,71,94,2.13,MV,1680484437
115,bom jesus,-44.3586,-9.0744,298.54,63,75,1.23,BR,1680484383
116,khatanga,102.5,71.9667,258.64,95,100,4.77,RU,1680484356
117,kahului,-156.47,20.8947,297.16,78,75,6.17,US,1680484382
118,ponta do sol,-17.1,32.6667,292.04,82,5,0.9,PT,1680484364
119,sikonge,32.7667,-5.6333,290.51,92,94,0.96,TZ,1680484437
120,sinop,34.8709,41.7711,282.07,97,100,1.2,TR,1680484437
121,kavieng,150.7967,-2.5744,302.73,67,100,4.98,PG,1680484357
122,puerto lopez,-72.956,4.0845,296.84,81,97,1.51,CO,1680484437
123,baglung,83.5898,28.2719,285.6,71,5,2.38,NP,1680484437
124,bengkulu,102.2655,-3.8004,297.64,86,100,1.66,ID,1680484346
125,henties bay,14.2845,-22.116,288.83,91,11,2.36,NA,1680484387
126,saint-pierre,55.4781,-21.3393,296.97,73,0,1.54,RE,1680484437
127,belmonte,-38.8828,-15.8631,299.04,76,9,2.99,BR,1680484437
128,nome,-165.4064,64.5011,264.35,79,0,1.54,US,1680484133
129,santa fe,-60.7,-31.6333,295.92,72,46,0.45,AR,1680484263
130,silikatnyy,48.3275,53.9896,276.04,79,96,1.91,RU,1680484437
131,araioses,-41.9031,-2.89,296.77,93,100,2.03,BR,1680484438
132,durban,31.0292,-29.8579,295.38,92,34,3.99,ZA,1680484438
133,tessalit,1.0114,20.1986,297.98,7,51,4.01,ML,1680484438
134,sao filipe,-24.4956,14.8961,297.36,66,0,2.59,CV,1680484359
135,dromolaxia,33.586,34.8761,287.58,87,0,2.06,CY,1680484438
136,bethel,-73.414,41.3712,278.67,36,0,2.06,US,1680484346
137,winnemucca,-117.7357,40.973,279.18,70,100,6.17,US,1680484438
138,luwuk,122.7875,-0.9516,301.66,71,100,1.22,ID,1680484438
139,port moresby,147.1797,-9.4431,300.3,77,99,1.47,PG,1680484370
140,dumai,101.45,1.6833,297.1,96,100,1.57,ID,1680484438
141,yulara,130.9889,-25.2406,299.51,40,5,3.49,AU,1680484396
142,victoria,114.1577,22.2855,295.48,89,100,0.45,HK,1680484122
143,salalah,54.0924,17.0151,302.2,37,0,5.14,OM,1680484392
144,bonthe,-12.505,7.5264,299.19,89,1,2.82,SL,1680484438
145,faanui,-151.75,-16.4833,301.52,68,100,2.6,PF,1680484373
146,lahat,103.5333,-3.8,297.87,78,100,0.24,ID,1680484438
147,daru,143.2092,-9.0763,302.71,67,91,2.18,PG,1680484438
148,tura,90.2201,25.5198,292.36,81,0,2.42,IN,1680484439
149,panshi,126.0561,42.9422,291.06,25,100,4.56,CN,1680484439
150,port elizabeth,25.5701,-33.918,293.32,75,100,4.02,ZA,1680484355
151,bandarbeyla,50.8122,9.4942,300.21,76,8,2.59,SO,1680484103
152,ancud,-73.8203,-41.8697,283.3,77,1,1.32,CL,1680484097
153,nuuk,-51.7216,64.1835,267.67,64,6,4.98,GL,1680484375
154,severobaykalsk,109.3167,55.65,261.55,69,98,0.68,RU,1680484439
155,tuktoyaktuk,-133.0374,69.4541,257.89,93,22,4.43,CA,1680484358
156,esmeraldas,-44.3139,-19.7625,295.63,92,100,2.0,BR,1680484439
157,asino,86.1452,56.9979,267.76,83,100,6.2,RU,1680484439
158,rocha,-54.3333,-34.4833,290.06,68,49,1.92,UY,1680484439
159,mandalgovi,106.2708,45.7625,262.61,38,15,6.53,MN,1680484439
160,sola,167.55,-13.8833,301.56,74,100,5.36,VU,1680484440
161,noumea,166.4572,-22.2763,304.14,99,36,4.96,NC,1680484263
162,key west,-81.7826,24.5557,300.37,81,0,1.54,US,1680484334
163,kindu,25.95,-2.95,293.02,99,82,0.6,CD,1680484440
164,lagoa formosa,-46.4075,-18.7786,292.6,95,100,1.61,BR,1680484440
165,corn island,-83.0418,12.1694,299.71,81,1,9.57,NI,1680484440
166,pyu,96.4333,18.4833,299.24,61,15,1.67,MM,1680484440
167,bubaque,-15.8333,11.2833,298.65,79,5,6.34,GW,1680484367
168,ambilobe,49.05,-13.2,295.4,96,100,1.19,MG,1680484440
169,katsuura,140.3,35.1333,285.48,64,100,8.98,JP,1680484406
170,usinsk,57.5281,65.9939,257.34,87,6,3.84,RU,1680484390
171,tomatlan,-105.25,19.9333,297.44,64,100,2.02,MX,1680484440
172,arlit,7.3853,18.7369,297.19,5,100,3.98,NE,1680484367
173,tutoia,-42.2744,-2.7619,297.41,89,100,2.89,BR,1680484440
174,saint george,-113.5841,37.1041,294.23,20,0,2.57,US,1680484341
175,morondava,44.2833,-20.2833,297.88,88,3,2.16,MG,1680484440
176,broome,-75.833,42.2506,273.71,51,24,0.89,US,1680484349
177,kencong,113.3667,-8.2833,299.23,83,100,0.47,ID,1680484441
178,hithadhoo,73.0833,-0.6,301.03,69,18,2.77,MV,1680484349
179,chuy,-53.4616,-33.6971,290.28,80,79,2.29,UY,1680484350
180,zhanaozen,52.8,43.3,279.37,73,100,5.65,KZ,1680484441
181,severnoye,78.3619,56.3491,266.86,76,9,4.28,RU,1680484441
182,fare,-151.0167,-16.7,301.44,69,55,2.53,PF,1680484441
183,sinnamary,-52.95,5.3833,297.86,85,73,3.81,GF,1680484406
184,olafsvik,-23.7142,64.8945,276.87,89,100,4.5,IS,1680484384
185,constitucion,-72.4167,-35.3333,287.32,74,22,6.1,CL,1680484441
186,polunochnoye,60.4153,60.8697,270.07,97,74,0.98,RU,1680484441
187,kununurra,128.7333,-15.7667,298.14,94,70,2.06,AU,1680484099
188,bouillante,-61.7692,16.1304,296.72,75,45,6.02,GP,1680484441
189,rio blanco,-97.15,18.8333,293.62,68,9,1.17,MX,1680484442
190,jacareacanga,-57.7528,-6.2222,294.29,99,100,0.35,BR,1680484442
191,oeiras do para,-49.8544,-2.0031,296.21,97,100,1.32,BR,1680484270
192,lavrentiya,-171.0,65.5833,259.79,75,99,1.51,RU,1680484345
193,palu,119.8707,-0.8917,299.96,81,100,0.53,ID,1680484352
194,cayenne,-52.3333,4.9333,296.17,94,75,1.03,GF,1680484393
195,half moon bay,-122.4286,37.4636,286.67,73,100,10.8,US,1680484372
196,tupik,119.9327,54.4253,264.05,80,100,2.91,RU,1680484442
197,lasa,10.7002,46.6166,276.68,94,84,2.82,IT,1680484390
198,cidreira,-50.2056,-30.1811,293.57,66,10,3.77,BR,1680484271
199,dunedin,170.5036,-45.8742,287.71,54,25,2.55,NZ,1680484371
200,hami,93.45,42.8,275.59,25,15,5.22,CN,1680484381
201,shu,73.7614,43.5983,275.89,23,5,4.17,KZ,1680484442
202,pangnirtung,-65.7125,66.1451,256.14,71,100,3.44,CA,1680484272
203,sassandra,-6.0833,4.95,299.0,89,6,2.36,CI,1680484443
204,mezhdurechensk,88.0603,53.6942,267.64,78,100,0.96,RU,1680484443
205,dongsheng,109.9776,39.8161,272.33,98,100,10.32,CN,1680484443
206,hovd,91.6419,48.0056,260.89,33,100,2.03,MN,1680484443
207,taoudenni,-3.9836,22.6783,301.19,7,0,4.63,ML,1680484361
208,endwell,-76.021,42.1129,273.75,52,22,0.89,US,1680484443
209,grand gaube,57.6608,-20.0064,297.8,78,100,2.24,MU,1680484380
210,hofn,-15.2082,64.2539,276.52,96,100,4.38,IS,1680484212
211,iqaluit,-68.5145,63.7506,255.84,78,100,2.76,CA,1680484408
212,haghartsin,44.9685,40.7761,278.78,79,55,3.02,AM,1680484444
213,xiaolingwei,118.85,32.0333,287.77,59,100,10.63,CN,1680484444
214,hargeysa,44.065,9.56,293.53,77,96,0.55,SO,1680484444
215,geraldton,114.6,-28.7667,295.38,73,75,4.63,AU,1680484357
216,dingle,122.6711,10.9995,301.8,62,97,4.04,PH,1680484361
217,zaozerne,33.2787,45.1582,282.78,92,100,8.62,UA,1680484444
218,praia,-23.5087,14.9215,295.65,82,0,5.11,CV,1680484354
219,hamilton,-84.5333,39.1834,283.71,62,0,6.17,US,1680484365
220,kotido,34.1331,2.9806,293.99,75,26,0.99,UG,1680484154
221,fairbanks,-147.7164,64.8378,272.93,67,75,4.12,US,1680484366
222,vestmanna,-7.1664,62.1564,278.66,87,75,6.17,FO,1680484444
223,gravdal,13.5031,68.1214,274.83,70,100,9.37,NO,1680484445
224,yurimaguas,-76.0833,-5.9,296.35,91,99,0.99,PE,1680484445
225,masuda,131.85,34.6667,288.75,47,0,4.07,JP,1680484445
226,caravelas,-39.2481,-17.7125,298.68,79,99,4.19,BR,1680484346
227,kodiak,-152.4072,57.79,277.88,42,0,1.54,US,1680484117
228,ponta delgada,-25.6667,37.7333,286.55,62,20,2.57,PT,1680484401
229,kudahuvadhoo,72.8944,2.6708,300.81,69,8,1.19,MV,1680484445
230,mahibadhoo,72.9667,3.7833,301.06,72,2,4.31,MV,1680484445
231,komsomolskiy,71.7189,40.4272,284.55,82,100,1.03,UZ,1680484401
232,shetpe,52.1167,44.1667,277.76,82,38,3.73,KZ,1680484446
233,isangel,169.2667,-19.55,303.52,67,1,2.1,VU,1680484379
234,vondrozo,47.2833,-22.8167,291.16,98,24,0.97,MG,1680484446
235,lodja,23.4333,-3.4833,293.46,98,100,0.58,CD,1680484446
236,kirkwall,-2.9587,58.9848,279.8,93,100,4.63,GB,1680484446
237,kyra,111.9753,49.5776,263.18,53,1,6.17,RU,1680484446
238,balkhash,74.9804,46.844,270.49,54,0,10.0,KZ,1680484446
239,longyearbyen,15.6401,78.2186,264.06,92,100,3.6,SJ,1680484368
240,tonder,8.8667,54.9331,274.17,84,0,2.07,DK,1680484450
241,ilulissat,-51.1,69.2167,255.16,85,75,2.06,GL,1680484362
242,moerai,-151.3333,-22.4333,295.4,85,100,4.66,PF,1680484376
243,vila velha,-40.2925,-20.3297,298.68,73,0,4.12,BR,1680484190
244,fortuna,-124.1573,40.5982,282.96,78,82,2.68,US,1680484367
245,okhotsk,143.3,59.3833,265.24,70,5,8.63,RU,1680484451
246,poum,164.0167,-20.2333,300.16,78,11,3.68,NC,1680484355
247,prieska,22.7474,-29.6641,292.85,38,100,3.5,ZA,1680484452
248,toora-khem,96.11,52.4675,259.68,75,22,0.43,RU,1680484452
249,jalu,21.5482,29.0331,292.19,15,0,5.86,LY,1680484378
250,cabo san lucas,-109.9124,22.8909,299.05,64,100,2.06,MX,1680484138
251,husavik,-17.3389,66.0449,273.63,82,100,4.45,IS,1680484363
252,khunti,85.2833,23.0833,292.21,43,12,1.21,IN,1680484453
253,botro,-5.3106,7.8525,298.96,71,42,2.85,CI,1680484453
254,shache,77.2406,38.4167,283.91,25,78,1.25,CN,1680484453
255,puntarenas,-84.8384,9.9763,301.08,68,96,1.53,CR,1680484168
256,gondanglegi,112.0132,-7.7479,297.1,89,100,1.81,ID,1680484453
257,east london,27.9116,-33.0153,296.01,70,100,2.01,ZA,1680484375
258,honningsvag,25.9704,70.9821,272.01,64,100,7.72,NO,1680484454
259,xifeng,124.7222,42.7372,292.05,19,97,6.14,CN,1680484454
260,shimanovsk,127.7,52.0,282.12,65,100,4.88,RU,1680484454
261,laguna,-121.4238,38.421,289.29,60,75,9.77,US,1680484454
262,zadar,15.2422,44.1197,285.49,58,0,7.2,HR,1680484454
263,murgab,61.9714,37.4966,285.92,47,100,1.64,TM,1680484375
264,vao,167.4833,-22.6667,298.9,80,6,3.34,NC,1680484369
265,ambatolampy,47.4167,-19.3833,288.07,97,100,0.91,MG,1680484454
266,tiksi,128.8694,71.6872,266.35,80,100,8.73,RU,1680484375
267,mahina,-149.489,-17.5065,305.02,62,75,4.12,PF,1680484455
268,zonguldak,31.8333,41.25,282.14,93,100,1.23,TR,1680484455
269,boa vista,-60.6733,2.8197,301.14,57,75,4.12,BR,1680484455
270,rodeo,-122.2669,38.033,287.88,66,75,9.26,US,1680484455
271,bardiyah,25.0865,31.7561,292.19,33,6,8.08,LY,1680484455
272,sligo,-8.4694,54.2697,280.75,88,100,5.11,IE,1680484456
273,ribeira grande,-28.7,38.5167,286.91,69,88,0.89,PT,1680484358
274,eidsvag,8.0668,62.7767,276.51,74,100,3.34,NO,1680484456
275,terebovlya,25.71,49.3019,276.62,96,100,6.32,UA,1680484456
276,leeton,146.4,-34.5667,297.53,45,0,4.38,AU,1680484456
277,rio grande,-52.0986,-32.035,292.13,70,15,4.13,BR,1680484404
278,north bend,-124.2243,43.4065,280.97,85,100,3.09,US,1680484306
279,puerto del rosario,-13.8627,28.5004,292.01,82,75,5.66,ES,1680484456
280,airai,125.4092,-8.9266,294.34,60,100,0.98,TL,1680484357
281,cheremushskiy,47.2636,61.2731,273.67,98,100,3.9,RU,1680484456
282,stornoway,-6.3865,58.2093,281.44,83,100,2.57,GB,1680484457
283,kurchum,83.6542,48.5722,268.56,41,70,3.28,KZ,1680484457
284,betare oya,14.0833,5.6,296.69,63,97,0.58,CM,1680484457
285,jamnagar,70.0667,22.4667,296.32,81,0,4.28,IN,1680484457
286,bagdarin,113.6,54.4333,263.45,46,100,5.06,RU,1680484371
287,zapolyarnyy,30.8136,69.4154,265.75,98,49,2.7,RU,1680484457
288,udachnyy,112.4,66.4167,267.29,73,24,9.98,RU,1680484320
289,nabire,135.4833,-3.3667,298.26,86,100,1.17,ID,1680484457
290,souillac,57.5167,-20.5167,297.6,87,97,3.35,MU,1680484369
291,monrovia,-10.7969,6.3005,299.51,87,2,2.13,LR,1680484458
292,najran,44.1277,17.4924,292.18,52,100,3.9,SA,1680484458
293,tateyama,139.8667,34.9833,285.52,65,86,8.8,JP,1680484458
294,lompoc,-120.4579,34.6391,290.25,73,20,4.92,US,1680484372
295,vasai,72.8,19.47,299.2,72,18,1.57,IN,1680484458
296,charters towers,146.2667,-20.1,301.83,59,48,3.87,AU,1680484458
297,kalabo,22.6814,-14.97,291.12,93,92,2.35,ZM,1680484458
298,aswan,32.907,24.0934,292.93,18,32,3.53,EG,1680484378
299,peniche,-9.3811,39.3558,285.62,86,84,4.41,PT,1680484392
300,hay river,-115.7999,60.8156,264.97,88,93,0.86,CA,1680484458
301,san policarpo,125.5072,12.1791,301.17,67,100,3.41,PH,1680484459
302,severnyy,36.5532,50.677,278.17,80,100,2.0,RU,1680484374
303,beaverlodge,-119.4361,55.2166,273.69,62,74,2.89,CA,1680484459
304,pangkalanbuun,111.6167,-2.6833,300.25,77,100,0.8,ID,1680484459
305,sarab,44.9883,38.6066,280.27,59,13,1.08,IR,1680484459
306,obidos,-55.5181,-1.9175,295.06,97,100,0.7,BR,1680484460
307,tongliao,122.2653,43.6125,282.87,59,96,7.32,CN,1680484460
308,kasongo-lunda,16.8167,-6.4667,292.85,96,86,0.37,CD,1680484460
309,isparta,31.0,38.0,278.81,85,100,5.47,TR,1680484461
310,omboue,9.2618,-1.5746,298.45,85,100,3.82,GA,1680484461
311,sitka,-135.33,57.0531,279.09,70,75,6.17,US,1680484357
312,pauri,78.7833,30.15,283.46,69,95,2.4,IN,1680484461
313,san patricio,-97.5169,28.017,299.36,78,100,5.91,US,1680484462
314,baoding,115.4903,38.8511,287.76,36,100,5.49,CN,1680484462
315,halifax,-63.5724,44.6453,275.1,38,3,4.92,CA,1680484298
316,westport,-73.3579,41.1415,280.13,31,0,4.12,US,1680484462
317,takoradi,-1.7554,4.8845,299.56,86,52,1.77,GH,1680484463
318,cortez,-108.5859,37.3489,287.57,17,0,2.57,US,1680484463
319,clyde river,-68.5914,70.4692,245.6,97,11,1.67,CA,1680484364
320,sumenep,113.8667,-7.0167,299.76,81,100,2.0,ID,1680484464
321,florence,11.25,43.7667,284.56,75,0,1.54,IT,1680484464
322,anadyr,177.4833,64.75,259.43,78,75,7.0,RU,1680484464
323,gasa,34.4667,31.5,288.0,63,0,3.07,PS,1680484353
324,severo-kurilsk,156.125,50.6789,273.91,84,84,6.49,RU,1680484357
325,fort-shevchenko,50.263,44.5086,280.53,80,6,3.78,KZ,1680484464
326,touros,-35.4608,-5.1989,298.72,81,77,2.19,BR,1680484263
327,izhma,53.9113,65.0083,259.38,100,100,1.69,RU,1680484464
328,pringsewu,104.9744,-5.3582,299.02,76,53,1.21,ID,1680484465
329,sibiti,13.3499,-3.6819,293.75,97,83,0.15,CG,1680484465
330,borujerd,48.7516,33.8973,275.35,71,0,1.1,IR,1680484465
331,sao joao da barra,-41.0511,-21.6403,296.97,73,100,4.96,BR,1680484388
332,vilyuysk,121.6247,63.7553,264.88,87,72,4.36,RU,1680484391
333,saint-leu,55.2833,-21.15,298.61,90,95,2.54,RE,1680484465
334,deputatskiy,139.9,69.3,258.11,78,100,1.44,RU,1680484465
335,marzuq,46.4667,14.4,296.09,67,98,1.7,YE,1680484465
336,zunyi,106.9072,27.6867,295.33,51,7,4.09,CN,1680484465
337,porto novo,2.6036,6.4965,299.65,86,10,2.77,BJ,1680484466
338,donskoye,41.9741,45.4552,279.22,57,95,2.65,RU,1680484466
339,alofi,-169.9187,-19.0595,299.6,80,27,8.56,NU,1680484418
340,rudnogorsk,103.7519,57.2639,263.59,75,100,4.34,RU,1680484466
341,sao jose da coroa grande,-35.1478,-8.8978,299.03,80,100,2.02,BR,1680484212
342,tautira,-149.15,-17.7333,301.14,73,100,2.83,PF,1680484466
343,byron bay,153.6167,-28.65,293.54,71,42,3.05,AU,1680484359
344,kapit,112.9333,2.0167,296.11,98,100,0.53,MY,1680484466
345,acari,-74.6158,-15.4311,298.09,84,71,1.69,PE,1680484466
346,dzilam gonzalez,-88.9333,21.2833,299.1,72,55,3.95,MX,1680484467
347,ostrovnoy,39.5131,68.0531,264.23,91,99,3.1,RU,1680484354
348,trat,102.5,12.5,299.89,75,80,0.91,TH,1680484467
349,bambous virieux,57.7575,-20.3428,297.71,82,99,3.78,MU,1680484359
350,tulagi,160.1476,-9.0996,301.69,74,19,5.7,SB,1680484467
351,evensk,159.2333,61.95,265.25,68,90,5.86,RU,1680484198
352,nuevo progreso,-97.95,23.1667,298.65,63,59,0.89,MX,1680484467
353,coracora,-73.7833,-15.0333,284.51,89,100,0.92,PE,1680484467
354,nouadhibou,-17.0347,20.931,297.14,53,5,4.12,MR,1680484365
355,saint-joseph,55.6167,-21.3667,296.36,77,50,2.6,RE,1680484467
356,rongcheng,117.8517,30.634,290.92,83,100,2.0,CN,1680484467
357,kitimat,-128.6534,54.0524,280.88,63,39,1.53,CA,1680484372
358,pizarro,-77.366,4.9533,299.27,83,94,0.6,CO,1680484467
359,ikot ekpene,7.7108,5.1794,298.71,88,71,1.57,NG,1680484467
360,yarada,83.2667,17.65,298.33,100,20,1.03,IN,1680484468
361,san cristobal,-72.225,7.7669,296.25,89,97,1.13,VE,1680484323
362,chibuto,33.5306,-24.6867,292.05,90,0,2.03,MZ,1680484468
363,faya,42.4509,18.3851,287.44,84,14,1.95,SA,1680484385
364,sioux lookout,-91.917,50.1001,273.19,93,100,2.57,CA,1680484359
365,lovozero,35.0117,68.005,259.84,96,17,2.39,RU,1680484468
366,vanimo,141.3028,-2.6741,301.34,75,100,0.92,PG,1680484379
367,upernavik,-56.1549,72.7868,243.75,97,29,1.09,GL,1680484362
368,richards bay,32.0377,-28.783,295.64,81,31,7.22,ZA,1680484468
369,daye,114.95,30.0833,293.67,91,100,4.94,CN,1680484381
